user_id,days_active,avg_session_duration,num_logins,features_used,region,device_type,email_open_rate,ad_clicks,is_premium_user
41,28,16.907345647822154,22,6,India,Desktop,0.2533184231368528,3,1
42,28,13.268984761654423,6,7,Brazil,Desktop,0.16131840678154763,9,1
43,16,3.355016899730125,47,3,Brazil,Mobile,0.4866219069002228,1,0
44,15,4.023146489168234,7,14,Russia,Desktop,0.09339399954944527,2,0
45,15,2.887561767976844,44,14,Germany,Desktop,0.7856131291137866,4,0
46,19,6.634625896864447,48,9,India,Desktop,0.470674576666411,3,1
47,12,4.441906408886799,9,3,Germany,Mobile,0.4469764168189202,4,0
48,23,6.6808647245438095,20,6,India,Desktop,0.0018539564815209797,0,0
49,20,8.93104500294131,37,4,India,Mobile,0.8178638603085613,0,0
50,25,18.97369011328044,11,9,India,Mobile,0.4928370590382537,1,1
51,3,12.986769076070457,2,1,Germany,Mobile,0.43989451980134786,1,1
52,5,17.029528142293323,22,9,Germany,Mobile,0.7613848852843905,7,0
53,19,14.78632701282198,48,12,Germany,Desktop,0.06289854910076087,9,0
54,7,4.025056349479371,36,4,South Africa,Desktop,0.3666804560952037,3,1
55,21,15.24656731473108,5,10,Germany,Mobile,0.5757339575537564,5,0
56,9,6.951779868064239,7,5,Russia,Mobile,0.4605775627391877,1,1
57,7,13.503941245904715,6,11,South Africa,Desktop,0.18163888987797439,0,1
58,18,8.137315525573793,22,13,India,Mobile,0.2992765076803118,6,1
59,4,19.958100738763864,10,1,Brazil,Mobile,0.300200557647633,3,0
60,25,6.743926630942001,46,14,South Africa,Mobile,0.991970802765227,3,0
61,28,7.024348473936854,40,1,South Africa,Desktop,0.3261971188066488,1,0
62,14,18.75210060012317,46,6,India,Mobile,0.20518206254229898,8,0
63,18,2.443599283453808,46,10,Germany,Mobile,0.8226371531041464,1,0
64,26,14.540401781717543,20,13,Germany,Mobile,0.42117125500360864,4,0
65,9,15.055875033245806,28,1,South Africa,Desktop,0.44386369448705076,5,0
66,26,17.05481439338719,23,13,Germany,Mobile,0.5488890634957373,2,1
67,21,19.539907591492558,35,2,South Africa,Desktop,0.5956891972625116,2,0
68,2,19.560834544819745,1,13,Brazil,Desktop,0.5905556004103395,5,0
69,20,3.17498163619635,29,14,Brazil,Desktop,0.03449972241104393,4,0
70,28,16.793107809552247,9,3,India,Desktop,0.8188424328979528,4,0
71,15,13.633578805832864,9,7,Russia,Mobile,0.19485281907483798,4,1
72,28,13.652158418715642,22,2,Russia,Mobile,0.2923421277838608,8,1
73,7,4.310298679064506,2,5,Germany,Desktop,0.17342952002067547,7,0
74,12,13.70336899602176,16,9,Russia,Mobile,0.7670766575358777,3,0
75,29,19.68468645082246,40,12,Brazil,Mobile,0.5836579926254195,5,0
76,8,18.412734251710045,6,12,India,Desktop,0.7552961527520513,4,0
77,15,9.90435189448731,13,10,Brazil,Desktop,0.6533984054293004,5,0
78,3,2.719063519149698,33,8,South Africa,Mobile,0.10415863441940187,7,0
79,14,8.521282820003687,19,12,Germany,Mobile,0.3014997758510053,5,1
80,17,16.87502560880999,15,8,Germany,Mobile,0.5072651595901213,5,0
81,4,14.626983826372989,33,11,Russia,Mobile,0.30494503143136364,1,0
82,18,10.268185800691215,10,2,South Africa,Desktop,0.20730390440611646,6,1
83,8,2.9918276328589597,1,1,Russia,Desktop,0.8698119690665997,2,0
84,4,9.684105100819448,12,9,Russia,Desktop,0.7477836752153759,6,1
85,2,10.442448914921902,43,10,Russia,Mobile,0.34522006055417664,4,0
86,6,18.713999592094446,29,12,South Africa,Desktop,0.7650123626288985,3,0
87,22,13.53954986447887,17,4,Russia,Mobile,0.627538618445228,9,0
88,10,7.60975249978368,4,9,Germany,Desktop,0.0037857336323967594,0,1
89,4,11.455728760112985,29,11,Russia,Mobile,0.38026202601163495,7,0
90,22,3.1889955407988815,7,14,South Africa,Mobile,0.2904874991943305,1,0
91,29,19.50622824169526,44,12,South Africa,Desktop,0.21790862170589687,9,0
92,18,8.481078234753069,13,11,Brazil,Desktop,0.2515893940708449,7,0
93,26,10.601612388436445,5,7,Russia,Mobile,0.9423648465755226,6,0
94,12,8.395111536264608,6,12,South Africa,Mobile,0.4863170679915373,2,0
95,2,14.285211142091603,34,6,Russia,Desktop,0.8477087182241195,6,0
96,10,13.920178849932675,7,10,India,Mobile,0.21421715215298254,0,0
97,4,14.87580158952444,46,13,Germany,Mobile,0.17440379964594832,4,0
98,14,6.826578133014575,28,9,Germany,Mobile,0.8887895883139098,1,0
99,16,7.682032660953188,46,10,Russia,Desktop,0.49570468578246785,1,0
100,15,4.254522159731743,10,4,Germany,Mobile,0.895152125312413,2,0
101,8,13.799179493230026,4,14,Germany,Mobile,0.06302885287127491,6,0
102,14,2.716348292041746,3,1,India,Mobile,0.9164355221763077,1,0
103,23,12.758282039422262,25,5,Germany,Desktop,0.41544531634222304,3,0
104,28,17.65452592732941,23,13,Germany,Desktop,0.15537048742184778,3,1
105,25,18.0349786692134,27,6,South Africa,Desktop,0.6833826894351941,0,0
106,8,10.08267968665931,14,6,Germany,Mobile,0.796902683294257,6,1
107,21,10.267466387835327,38,12,Russia,Mobile,0.04737472758140038,3,0
108,16,3.3854452941443123,32,1,Germany,Mobile,0.9871959744186861,0,0
109,13,14.073770457974643,23,7,Russia,Mobile,0.6970268873161803,2,0
110,18,16.78266956671122,47,8,Germany,Mobile,0.32140199165784433,7,0
111,15,6.403790982884835,40,12,Russia,Mobile,0.1512937956953906,3,0
112,21,9.583415869400564,37,5,Germany,Desktop,0.39253141467821473,0,0
113,24,17.099108061774864,3,2,Russia,Mobile,0.2205656605586258,6,0
114,26,17.788168417921185,35,2,Germany,Desktop,0.49415322359809577,7,1
115,25,6.377239644756067,13,11,India,Mobile,0.7818927084903275,4,0
116,28,11.910271421744556,34,5,South Africa,Mobile,0.6601303889505533,8,0
117,28,5.464876711444887,24,7,South Africa,Desktop,0.4359349047817289,6,0
118,28,3.833817754512018,1,7,South Africa,Desktop,0.11894392458004954,3,0
119,13,18.400169025055234,12,13,South Africa,Mobile,0.957156922368007,8,0
120,9,16.769135076177967,8,4,India,Mobile,0.2703705254504867,5,0
121,29,15.68062823245713,19,11,India,Mobile,0.2778345458750173,7,0
122,15,2.8777937386365275,9,14,Germany,Desktop,0.6455022218385325,1,1
123,13,17.187118268784634,28,3,India,Mobile,0.7705096221471027,4,0
124,1,9.884793366296908,14,9,South Africa,Mobile,0.9841527653173495,2,0
125,25,8.163112219325473,27,12,Brazil,Desktop,0.9691642606278063,4,0
126,7,11.836574498456777,18,14,Germany,Desktop,0.9137605242320807,7,0
127,9,3.6443583690240047,42,14,Russia,Mobile,0.4353135673833498,5,0
128,24,15.61963788834318,41,7,South Africa,Mobile,0.1666696597564481,0,0
129,1,12.483831383989326,6,2,South Africa,Desktop,0.5844712032866277,6,0
130,12,5.358621743717015,33,1,South Africa,Mobile,0.017256505546768053,9,0
131,8,5.3881795958428205,37,11,India,Desktop,0.19624883899539347,0,0
132,24,5.316475728308136,42,2,Russia,Desktop,0.0025293967947646046,0,0
133,11,3.0260429759348115,25,13,Germany,Mobile,0.18053591257153878,3,0
134,19,12.580372088690327,13,12,South Africa,Desktop,0.4747571233962561,8,0
135,17,17.126267196593147,23,3,Russia,Desktop,0.3933243110934159,7,0
136,8,2.3149678517729946,36,5,Brazil,Mobile,0.3692965649266392,9,0
137,3,2.882083609482924,33,14,India,Desktop,0.8309528639338625,2,0
138,3,12.309864980365024,21,3,South Africa,Desktop,0.674996304645678,5,0
139,1,16.750922336948943,34,10,Russia,Mobile,0.936431762871106,0,1
140,27,7.881300030235405,36,9,Russia,Mobile,0.44534109067767247,9,0
141,5,8.293059178539,17,10,South Africa,Desktop,0.2722296754759518,0,0
142,10,12.734236954941967,10,4,Russia,Mobile,0.12268453803335555,5,0
143,7,6.935832004234646,23,7,Russia,Desktop,0.672027395685146,4,0
144,26,2.4789505893983144,44,4,Germany,Desktop,0.841741088471657,5,0
145,9,15.23411332582873,2,3,India,Desktop,0.1837393642617563,8,0
146,28,13.261698432946156,35,10,Germany,Mobile,0.8787527445125362,4,0
147,7,12.453607983001865,14,1,India,Desktop,0.5262762016953331,1,0
148,9,15.350314321852816,47,14,India,Desktop,0.1440806321409519,0,0
149,8,14.154155076116675,45,12,Germany,Mobile,0.6428633249017549,1,0
150,12,5.705875787209781,41,9,South Africa,Mobile,0.5200527415372135,7,1
151,2,8.34465884498032,2,13,Russia,Mobile,0.028183547312732316,0,1
152,1,4.26998255021525,19,11,Brazil,Mobile,0.3992432047266242,5,0
153,16,4.337426241521858,16,1,Germany,Desktop,0.784787992942911,4,0
154,23,14.171523434417706,43,11,Germany,Mobile,0.5554237534221071,9,1
155,23,17.45480192568497,44,13,South Africa,Mobile,0.28204112626253053,8,0
156,24,19.329186509500502,25,1,Russia,Desktop,0.9286417633825497,3,0
157,5,13.31024811589,1,1,Germany,Desktop,0.2377790380438599,4,0
158,3,5.313823820497225,2,14,Brazil,Mobile,0.2527360069326161,4,0
159,12,3.9017062180807525,48,5,Russia,Mobile,0.35463934628026306,1,0
160,8,16.63131748766164,27,7,Germany,Mobile,0.8945378612561284,1,1
161,22,12.417616574479986,2,7,Germany,Mobile,0.5076253954255163,8,0
162,27,13.129130378246957,30,10,India,Desktop,0.6821790592258289,2,0
163,3,16.066317597584767,10,1,India,Mobile,0.9762641725102805,5,0
164,1,14.658990099184129,19,6,Germany,Desktop,0.7832962968923645,3,0
165,3,17.02024855140974,42,9,South Africa,Desktop,0.17260011865109326,3,1
166,5,3.0118502982778126,16,6,India,Mobile,0.7883539290399766,4,0
167,15,15.455371461437087,13,4,Germany,Desktop,0.7483371492260189,4,0
168,14,17.315349631797716,48,10,Russia,Mobile,0.2326169944772256,6,0
169,3,7.150430764249658,8,9,Brazil,Mobile,0.32534983088761593,6,0
170,1,13.528050931878552,31,13,India,Mobile,0.7101282398630768,0,1
171,5,7.654917149065498,45,3,Germany,Mobile,0.23839309406785858,5,0
172,26,19.243479196684174,25,13,India,Desktop,0.2081868690026193,3,0
173,23,2.601624303839068,39,10,Russia,Mobile,0.7034727721303311,1,0
174,14,12.43627118899319,21,4,South Africa,Desktop,0.8805954928197636,5,0
175,7,4.997063846891272,38,4,Germany,Mobile,0.07501668262212002,6,0
176,27,14.819963693188857,41,4,Russia,Desktop,0.4459077352581128,1,1
177,9,5.166025101535918,29,6,Brazil,Desktop,0.6071752203290078,1,1
178,15,6.236898714170437,6,13,Germany,Mobile,0.676276785832068,9,0
179,15,10.898674598823646,18,11,Brazil,Mobile,0.996195912374829,6,1
180,26,18.467029099943804,49,11,South Africa,Desktop,0.6826919603167207,8,0
181,10,5.810858698663475,44,7,Germany,Desktop,0.6201541129971541,2,0
182,28,4.596320380125864,35,14,Germany,Desktop,0.9897341523090019,2,0
183,13,15.661582973372552,27,9,Russia,Mobile,0.0606681403781838,7,1
184,19,11.011151582010758,5,14,India,Mobile,0.07443689615309823,1,0
185,7,18.412132022871884,7,11,Germany,Mobile,0.5606825264240842,8,1
186,17,4.639062028877161,10,3,South Africa,Mobile,0.35866461434959085,6,1
187,20,13.626702074414707,10,8,Germany,Desktop,0.09669751374705593,7,0
188,29,6.191824630732671,28,8,Germany,Desktop,0.3064488960927906,8,0
189,4,4.8216877157295075,36,1,Germany,Desktop,0.674354487407644,2,0
190,5,14.30172947283087,10,5,Germany,Desktop,0.8806149636866302,5,0
191,23,12.686323158357197,35,13,South Africa,Desktop,0.09432447665655419,7,0
192,7,15.586894250521961,35,10,Russia,Mobile,0.5401450624841042,0,0
193,13,7.570326376031282,37,5,India,Mobile,0.29611556479642187,5,0
194,15,10.06348981487942,48,12,South Africa,Desktop,0.6673261632938063,2,0
195,11,9.298490173947533,20,8,South Africa,Mobile,0.5494514944575069,7,0
196,29,19.713610351397257,13,8,Brazil,Mobile,0.9267110060221794,8,0
197,4,7.260481221308982,11,12,India,Mobile,0.03768388694988811,4,0
198,13,7.306710290241804,45,2,Russia,Mobile,0.47003727494014136,1,0
199,7,8.381867758914932,19,3,Russia,Mobile,0.192759555350709,6,0
200,27,12.162693463225787,28,2,Brazil,Desktop,0.5367817086642457,5,0
201,19,6.541809396747414,38,1,Brazil,Desktop,0.8535793440668431,5,0
202,22,18.47521892682693,45,2,South Africa,Mobile,0.9113165277860585,0,0
203,28,6.782340167592743,4,10,Russia,Desktop,0.3982316632172018,0,0
204,2,18.124683168083504,37,6,Russia,Desktop,0.8117805232658257,5,0
205,10,3.8625511456385238,19,12,Russia,Mobile,0.28050807472550543,5,1
206,13,13.818128643193742,37,1,South Africa,Mobile,0.00630494631918066,3,0
207,25,18.325739331888386,14,6,Russia,Mobile,0.8552390575229689,7,1
208,21,5.037489891168132,31,1,Germany,Mobile,0.11941224240661463,8,0
209,6,19.42988528178659,28,2,Brazil,Desktop,0.017611123362948455,5,0
210,28,10.15190048747921,36,8,Brazil,Mobile,0.3537976633679486,9,0
211,28,19.02287195193844,44,14,Brazil,Mobile,0.37937998962495745,7,0
212,12,14.182760785340847,38,6,Brazil,Desktop,0.0772201707722725,7,0
213,12,7.428563657723927,19,9,Germany,Mobile,0.814182646484471,1,0
214,20,5.3894454485079155,42,1,India,Desktop,0.4055927302083334,3,0
215,11,7.467230832051789,1,5,Russia,Desktop,0.48992361376959437,0,0
216,26,3.67431336672815,23,7,Brazil,Mobile,0.2646252679528317,0,0
217,23,4.589623394179936,28,9,Russia,Desktop,0.5115067523465978,5,1
218,28,3.8838879262366603,48,14,Russia,Mobile,0.7667313906173336,6,0
219,25,9.612983787348039,4,11,Germany,Desktop,0.9061827155005169,4,0
220,7,16.320410772636556,41,9,Russia,Mobile,0.9705296007351493,7,1
221,1,4.544903975894123,18,4,Brazil,Mobile,0.426723924601364,8,0
222,1,4.345767797102046,49,13,Russia,Desktop,0.9900338587684592,3,0
223,25,13.581721091311953,47,4,Germany,Mobile,0.2949557117226813,0,1
224,27,5.549293675425193,39,4,Brazil,Desktop,0.006975935285060131,5,0
225,25,3.7569806859618486,25,3,Germany,Desktop,0.7676170438976347,0,0
226,20,5.003274407700397,18,8,South Africa,Mobile,0.17843564854119864,1,1
227,13,18.62716512578197,6,5,India,Desktop,0.05245483812386287,3,0
228,9,16.786482549971435,19,7,Russia,Mobile,0.9240089225976987,3,0
229,3,8.373162122391694,12,10,Russia,Desktop,0.7918108304969869,5,0
230,7,13.804773811893071,25,6,Russia,Mobile,0.1026648015382563,7,0
231,6,11.670962126024685,35,14,South Africa,Desktop,0.7769101523843331,2,0
232,8,14.18823674268615,1,9,India,Desktop,0.8439996974269963,5,0
233,27,14.288080744329669,5,14,Germany,Desktop,0.905301665182571,2,1
234,9,13.317212271079873,1,3,South Africa,Desktop,0.54369406746636,1,0
235,5,6.789824633671555,8,6,South Africa,Desktop,0.703412070528096,3,0
236,1,2.702115573730726,39,3,Brazil,Mobile,0.762239278961011,3,1
237,19,10.20020207582196,47,2,South Africa,Mobile,0.6886389351561069,1,0
238,10,18.03752992443267,43,3,South Africa,Desktop,0.6468336203055937,2,0
239,12,12.250950653334366,18,2,Russia,Mobile,0.5475592527778836,8,0
240,24,16.983038750634343,46,2,Brazil,Mobile,0.4791954541955694,9,0
241,15,19.849238173302105,9,10,Germany,Mobile,0.9961250195648306,8,0
242,27,4.945091674488973,5,11,India,Desktop,0.3375607804221564,9,0
243,22,14.451997504555681,4,7,Germany,Mobile,0.08826877044454862,6,0
244,24,14.137284326600444,44,10,Brazil,Mobile,0.7650369650036276,1,0
245,9,19.63919805244901,29,3,Russia,Desktop,0.21382437786949415,4,0
246,20,19.740813211150407,1,8,India,Desktop,0.5326933596187057,7,0
247,17,14.360215011034331,30,13,Germany,Desktop,0.09580151660057068,0,0
248,17,6.385066255679497,45,2,India,Desktop,0.6192838608167907,0,0
249,26,16.374005086350785,1,11,India,Desktop,0.9440074039032222,5,1
250,20,3.926524415798686,3,11,India,Mobile,0.7227047126069578,6,0
251,12,16.052587475089318,22,7,South Africa,Mobile,0.2145347782266135,6,0
252,7,18.383530234604535,8,3,Brazil,Mobile,0.9711380452888607,2,1
253,2,8.891001105831835,18,9,Brazil,Desktop,0.3070869310245482,9,1
254,3,13.351435309695448,25,7,Russia,Mobile,0.43661498649135444,3,0
255,17,9.742569177742872,48,9,Germany,Desktop,0.4981170203728008,8,0
256,5,9.879770989786312,20,2,Russia,Mobile,0.9907187433734728,9,1
257,17,7.586676003946161,31,6,Germany,Mobile,0.0688914007191832,3,0
258,24,15.718333168105843,30,5,India,Desktop,0.6967282944355699,4,0
259,17,18.851178154997093,16,14,Germany,Mobile,0.36193087569273585,5,0
260,27,18.9335154662203,2,2,Germany,Mobile,0.07832531910243934,6,0
261,17,5.146063127748809,17,4,India,Desktop,0.9350316576328564,4,1
262,2,17.74538569381819,10,4,Russia,Mobile,0.5898583191430653,6,0
263,2,15.273765945688199,7,8,Germany,Mobile,0.7535180075887757,1,0
264,28,6.551073212425207,42,13,Russia,Mobile,0.24038543557127967,6,0
265,22,3.211123032587262,9,7,Russia,Desktop,0.7615409226294236,4,0
266,23,6.8239508039188035,17,13,Brazil,Desktop,0.8284754400232166,9,0
267,5,18.41974826206746,9,5,India,Mobile,0.43082939721447633,4,0
268,1,13.397216148123901,9,9,India,Mobile,0.5719564727479653,5,0
269,1,14.978983896161694,37,1,South Africa,Desktop,0.9718725349295546,8,0
270,19,6.628742319963726,24,4,Russia,Desktop,0.8467296417077589,3,0
271,2,14.948986800346765,39,5,South Africa,Desktop,0.44485006106816427,4,0
272,21,2.5061871130026274,11,8,India,Mobile,0.6645738587558458,4,1
273,12,8.755784223914247,8,3,India,Mobile,0.784231476802513,2,0
274,26,13.281560273761961,25,14,South Africa,Desktop,0.024328820578248478,2,0
275,6,4.6297381797437644,46,12,India,Desktop,0.5883659866252704,0,1
276,23,16.814064340044823,2,5,India,Mobile,0.9845286134127084,3,0
277,4,6.230563378614535,10,3,Brazil,Desktop,0.9471806498263313,8,0
278,23,13.741060030732033,24,13,Germany,Mobile,0.8324403947624444,1,0
279,11,9.293548566355934,48,7,Brazil,Desktop,0.1062140931306853,9,0
280,24,12.72878471859765,16,10,Germany,Desktop,0.9940414525161517,3,0
281,27,3.934109947320346,19,3,Brazil,Mobile,0.6095381531379492,8,0
282,17,2.3044303985889316,31,7,Brazil,Desktop,0.2229082494294905,8,0
283,6,18.372159692845422,11,14,Russia,Desktop,0.6742686896143166,7,0
284,24,6.85334015780929,6,2,South Africa,Mobile,0.8565235620796813,1,0
285,5,16.75418605004826,6,7,Brazil,Mobile,0.11232776084763585,2,1
286,20,19.988305408499603,32,9,Russia,Mobile,0.9164381432894246,5,0
287,2,5.805762643980401,39,12,Brazil,Mobile,0.9202042814189951,1,0
288,6,6.7730733413004005,48,5,South Africa,Mobile,0.013464406231317838,2,1
289,22,13.931476177423983,13,12,Russia,Desktop,0.9003191216633942,0,0
290,11,19.378075422811182,3,6,Germany,Desktop,0.9468179182401563,3,0
291,16,18.48465826743339,41,13,South Africa,Mobile,0.037691796980345194,5,0
292,16,11.051759361180528,35,10,India,Mobile,0.2941663235080507,0,1
293,1,16.311985085481044,38,11,Russia,Desktop,0.3731075068161265,0,0
294,9,4.443425355798219,17,3,India,Mobile,0.3488904720663901,7,0
295,28,19.59388731567222,3,13,Russia,Mobile,0.7590032372701891,6,0
296,27,19.358358212647758,34,10,Germany,Mobile,0.358104459223867,6,0
297,6,4.947121241825077,12,5,Russia,Desktop,0.9565788098947423,6,0
298,16,7.389616246455919,24,13,Brazil,Mobile,0.994992625304738,4,0
299,29,3.8027899551218045,6,5,India,Desktop,0.3168188707062466,3,1
300,3,6.890916780167235,42,3,India,Desktop,0.5088007532065069,6,1
301,20,16.68720420947372,11,8,Russia,Mobile,0.5577058403000075,2,0
302,28,8.809680928974672,48,6,Brazil,Mobile,0.5794028299670617,8,1
303,27,3.5911454086416508,27,13,Brazil,Mobile,0.3742089941952996,1,1
304,4,8.160059446020282,48,3,Russia,Desktop,0.16599350195882967,0,0
305,19,19.66490001634304,24,1,South Africa,Mobile,0.054560541731127676,7,1
306,26,13.334304714665652,18,10,Germany,Desktop,0.10634866564983214,5,1
307,3,9.490897035310839,27,1,Russia,Desktop,0.9012912375938412,3,0
308,19,4.99769324295086,41,13,Brazil,Desktop,0.2803750066205071,9,0
309,20,19.751182351106507,21,11,Germany,Mobile,0.07682298321104453,8,0
310,7,16.775282166736318,34,10,Russia,Desktop,0.6235296995443529,4,0
311,20,7.066591444116549,33,12,Germany,Desktop,0.07530715126128529,0,0
312,9,3.2612365229814104,48,2,South Africa,Mobile,0.07005293966902426,0,0
313,1,3.0192600327960446,18,10,Brazil,Mobile,0.6215705058712215,6,0
314,8,4.166806691099609,3,5,South Africa,Mobile,0.5913952441985306,0,1
315,7,12.45383450505959,24,7,South Africa,Desktop,0.04147728694996011,5,0
316,18,18.717741581698863,1,1,Brazil,Desktop,0.4604778344369488,6,0
317,8,10.941381704107721,6,1,South Africa,Mobile,0.4357683079060346,9,0
318,1,17.17301868421155,19,4,Russia,Desktop,0.546689129702555,4,0
319,11,10.02595915747654,22,13,Russia,Desktop,0.7378447104367875,2,0
320,28,14.754503823820855,43,10,Germany,Mobile,0.2828000475621941,2,0
321,25,15.173709271157016,8,6,Russia,Desktop,0.43278028358381027,1,0
322,25,5.1313467062600955,5,9,Russia,Desktop,0.792742684360965,0,0
323,18,8.501889061564611,9,1,Germany,Mobile,0.9225563904605687,7,0
324,23,13.47143881768443,47,11,India,Mobile,0.8913229730498781,8,0
325,10,3.2725389473185915,21,10,Brazil,Desktop,0.4776309520940417,1,0
326,3,8.507723379733218,28,5,Russia,Desktop,0.5208657970021019,3,0
327,7,11.626390393061465,46,9,Germany,Mobile,0.5291054421521594,2,0
328,28,19.932040874803498,4,8,South Africa,Mobile,0.8687155697074848,3,0
329,16,10.541604127203932,24,7,South Africa,Mobile,0.8399395069380008,3,1
330,26,16.689021628057823,8,13,Russia,Mobile,0.3115325285453451,7,1
331,16,9.77721113119912,17,10,Brazil,Mobile,0.16284968942203526,2,0
332,25,16.33503300715476,34,2,Germany,Mobile,0.3789745614921016,2,0
333,20,12.717466429161952,20,9,Germany,Mobile,0.28840638324940115,5,0
334,28,17.95871794704317,16,12,Germany,Mobile,0.9507807248149095,2,0
335,17,9.396965942301978,10,13,Germany,Desktop,0.2659156794386516,4,0
336,2,12.87747955678662,34,8,Germany,Mobile,0.18120668172693555,3,0
337,1,13.340336251138893,43,13,Brazil,Mobile,0.8994790625592155,3,0
338,16,9.512892952408519,10,11,Germany,Mobile,0.08647860435607102,1,1
339,12,4.597616786374667,30,10,Brazil,Desktop,0.2602660514264602,8,0
340,5,3.68406932442204,30,10,Brazil,Desktop,0.4391111940005884,4,1
341,5,2.300087910793396,25,9,Brazil,Mobile,0.5951073781596821,4,0
342,27,17.72361675641386,46,9,South Africa,Mobile,0.3276728963733063,6,0
343,23,6.256548420296502,43,9,India,Desktop,0.496233996921005,2,0
344,9,5.807121487071825,41,3,Russia,Mobile,0.1988311864306065,5,1
345,9,15.24863720766918,7,7,South Africa,Desktop,0.5742741202254854,0,0
346,3,7.7602900355730515,47,12,India,Mobile,0.4078168082796595,4,0
347,19,11.108804463413058,20,1,South Africa,Mobile,0.8492596872684504,4,1
348,16,4.925199175354213,17,9,Brazil,Desktop,0.4157341333886524,8,0
349,16,19.275422986315448,3,14,Brazil,Desktop,0.44381541788205026,4,0
350,3,17.328465200310273,47,9,Germany,Desktop,0.5921749893424125,7,0
351,20,17.548213213370058,46,3,Brazil,Desktop,0.12317000407694145,2,0
352,24,9.321927474296093,40,5,South Africa,Desktop,0.15679517670628107,5,0
353,22,15.722501846729111,36,12,Russia,Desktop,0.7902377472272404,1,0
354,24,4.589770797016043,26,13,Brazil,Desktop,0.27341877913954704,8,1
355,1,2.155142046652045,10,8,India,Desktop,0.684696928928456,5,1
356,24,2.3595127864045065,34,6,South Africa,Desktop,0.09742696997720213,4,0
357,20,12.558831273282088,14,10,India,Mobile,0.8218466603180131,8,0
358,11,10.197108294462934,8,10,Germany,Mobile,0.9882281109189571,0,0
359,17,11.324276280353356,27,9,Germany,Mobile,0.37369094520778434,2,1
360,8,2.1343365275099493,10,14,Russia,Mobile,0.5055301019148967,1,0
361,4,9.608359153833662,15,13,South Africa,Mobile,0.44271197983980226,8,0
362,6,14.925226901615495,37,3,Russia,Desktop,0.8941877486390235,5,0
363,8,9.968486635413846,22,12,India,Mobile,0.009934037696879616,5,0
364,20,15.17994571362,45,7,Russia,Mobile,0.6534593211638361,4,1
365,3,6.194341359143026,31,13,India,Mobile,0.6523682728035328,3,0
